qb6_4,d73_4,qa5_15,qa10_3,qa18_4,qb5_11,qc3b_8,qd5_14,qa4a_5,qa2a_4,qd4b_4,qd3_2,polintr_4,qa20_8,qa2a_5,d40b,qa6b_3,qa9_3,qa6b_2,d15a,qb2_2,qb3_4,qd4b_5,qc3b_5,qa13_2,qa4a_4,qa5_3,qb5_6,qb6_7,qa6b_12,qd6_2,d40a_r,qc3b_3,qb5_5,qc4_1,qd4t_1,qd4t_4,qb3_2,qa11_2,qb5_9,qb5_3,d40abc_r3,qb1_1,qa4a_9,qa4a_13,qd3_6,qc4_5,qa6a_1,qa9_2,qa6a_2,qa20_6,qa2a_6,qa15,qb6_1,qa7_4,qa6b_11,d70,qa3a_11,qa16,qd4a,qb2_1,qa5_2,qb5_12,qd4t_3,sd22_1,qa5_1,d8,qb2_3,d40b_r,qc3t_3,qa19,d62_4,qd6_4,polintr_1,qb7_2,qd5_6,qa20_3,qa6b_1,qd6_1,d62_2,netuse,d63,qa3a_17,qa6a_5,qc1a_4,qc4_16,qd3_3,qb3_3,d8r2,d1r2,d78,qc2_1,qa11_8,qb4_3,qc4_17,d9r,qa6b_5,qa11_6,qa6e,qd7_4,qa20_10,d1,qd5_15,d40c,d40abc_r1,sd22t7,qb6_3,qd4b_2,d40abc_r4,qc3b_7,qa11_12,qa4a_12,qc3b_11,qc4_18,qa4a_17,qd6_3,d71_2,qc1a_1,qa1a_4,qa5_9,qa18_5,qa4a_18,qc4_9,qd3_4,qd7_2,qb4_5,qc3t_8,qa5_7,qb4_2,qb5_8,qb5_1,qc1a_3,d11r1,qa17,qa6f,qd5_2,qa6b_7,qb5_10,qc3b_4,d62_1,sd22t3,qa3a_4,qc3b_10,d71_1,qa4a_15,qd7_3,d9,qd4t_5,sd22_3,d40abc_r2,qd5_1,qd1,qa2a_1,qd8_3,qa14,qa4a_1,qc4_2,qc4_4,qc3t_9,sd22t8,qa5_12,qb2_4,qa20_2,qa1a_5,qa10_2,qa3a_3,qc3b_6,qa4a_19,qa3a_10,d10,qb3_1,qa7_1,qc4_8,qa3a_2,qd4b_6,qa5_14,qa3a_5,qd5_16,qc3a,qa3a_8,qa3a_14,d73_2,d40c_r,d8r1,qa11_9,qb5_2,qd5_12,qa5_5,d1r1,qc3b_2,sd22t6,qd5_9,d73_1,qc4_15,qa4a_16,d62_3,qc4_11,qa3a_16,qa13_1,qc2_3,qd5_10,qa20_7,qb5_7,qa11_13,qd4b_8,qa8_1,qa11_4,qc3t_1,qa6a_3,qa11_7,qa6b_10,qd5_8,qd4t_6,qa6at,qa2a_3,qc6_3,qa1a_6,qc4_3,qa3a_15,qa4a_6,qb1_3,qa6b_4,qb5_4,d71_3,qc3b_1,qa20_4,qc5_2,sd22t2,qd4t_8,qa1a_2,qc1a_2,qa20_9,d15a_r1,qd5_13,qa18_3,qc3t_4,qd8_4,qa8_3,qa8_4,qa11_15,qd7_1,qa6c,qd8_1,qa3a_18,qa5_4,qa5_6,sd18b,qb6_2,qa11_14,qa3a_9,qa7_3,qa11_1,qc3b_12,qd4t_7,d40a,qa6b_8,qc6_2,qc3t_6,polintr_3,sd22_4,qa3a_13,d7,d15b,qa4a_11,qa6b_9,d15b_r,qd4t_2,qb4_4,qa11_10,qa5_11,qd4b_7,qc5_1,qd3_5,d60,sd22t4,qb6_6,qc6_1,qd5_7,qa3a_6,qd2,qa4a_3,d40_d11,polintr_2,qa2a_2,qa20_5,qa9_1,qa4a_14,qa13_3,qd6_5,qc4_12,qc3b_9,qa2a_7,qa1a_3,qa10_1,qd5_5,d25,isocntry,qa6d,sd22t5,qa3a_1,qc3t_12,qa11_11,qc4_14,qd5t,qd8_2,qa1a_1,qa11_3,qa5_16,qc3t_2,qa5_8,qb3_5,qc3t_5,qc2_2,d11,qd4b_3,qb7_1,sd22_2,qa12,qd5_11,qa3a_12,qa8_2,qd5_4,sd22t1,d11r2,qa4a_8,qc3t_10,qd4tt,d7r,qc4_6,d15a_r2,qa18_1,qa6b_6,qc4_13,qb6_5,uniqid,qd3_1,qb1_2,qd5_3,d62t,qa5_10,qa18_2,d73_3,qa5_13,qb4_1,qa20_1,qc3t_7,qd4b_1,qc4_10,qa6a_4,qa4a_7,qc4_7,qa11_5,qa3a_7,sd18a,qc3t_11,qa4a_10,qa7_2,qa1a_7,qd3t,qa4a_2,class,polorient,mediatrust,trustnom,trustallm,trustwebonly,trusttradm
,1.0,,2,,,0.0,0,0,2,,,0,,2,1.0,1,,2.0,7,,,,0.0,1,0,,,,,,3.0,0.0,,,,,,,,,0.0,,0,0,,,1,,1,,2,,,,,1,1,3,,,,,,1,,24,,1.0,0.0,2,3,,0,,0,,2,,1,1,4,0,1,2,,,,3,2,2,,,,,6,1.0,,,,,3,0,1.0,0.0,0,,,1.0,0.0,,0,0.0,,0,,2,1,2,,3,0,,,,,0.0,,,,,2,3,3,,0,,,1.0,1,0,0,0.0,3,0,,450,,1.0,0.0,0,4,3,1,4,0,,,1.0,0,,,,2,4,0,0.0,0,0,2,,1,,0,,,1,0,7.0,0,0,1.0,1.0,9,,,0,,1,0.0,1,0,2.0,,1,1,,0,2,,0,,,,,1,,0.0,1,,1,1,,1,2,,4,,0,0,,1.0,,2,0.0,,,0,,3,1,,1,0,3,1.0,1,,,,,,1,0,,,2.0,,,0.0,,,0.0,,3.0,2,,0.0,1,,0,2,,0,2.0,,,,,,,,,3,1,,,0,0,2,1,,0,2,,,0.0,,,,1.0,2,2,4,1,2.0,BA,,0,0,0.0,,,1,2,3,,,0.0,,,0.0,,46,,,1,,0,0,1,0,1,4,,0.0,,1,,1,1,1.0,,,50019231,,,1,1,,1,1.0,,,,1.0,,,1,0,,,,4,0.0,0,1,4,,0,4,2,3,0,0,0,1
2.0,3.0,0.0,3,3.0,0.0,1.0,0,0,2,0.0,6.0,0,0.0,2,0.0,1,3.0,2.0,8,3.0,1.0,0.0,0.0,1,0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0,0,2.0,0.0,2,2.0,2,0.0,2,3.0,2.0,1.0,2.0,3,1,2,4.0,2.0,1.0,0.0,0.0,2,0.0,23,2.0,0.0,0.0,5,6,1.0,0,2.0,0,1.0,2,1.0,1,1,3,0,2,4,0.0,3.0,2.0,3,4,4,3.0,0.0,2.0,0.0,14,2.0,0.0,,3.0,0.0,7,0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,2,1,3,0.0,3,0,0.0,4.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,3,3,4,,0,2.0,0.0,0.0,1,0,0,0.0,2,1,3.0,191,0.0,2.0,1.0,0,3,2,2,4,0,0.0,1.0,0.0,0,0.0,3.0,0.0,3,3,0,0.0,0,0,1,2.0,1,0.0,0,0.0,0.0,1,0,7.0,0,0,2.0,0.0,9,0.0,1.0,0,0.0,3,0.0,1,0,2.0,0.0,0,1,0.0,0,1,3.0,0,0.0,1.0,0.0,0.0,2,0.0,0.0,2,0.0,2,0,0.0,3,2,3.0,4,0.0,0,0,2.0,1.0,0.0,2,0.0,0.0,3.0,0,0.0,4,1,0.0,1,0,3,0.0,2,2.0,1.0,0.0,3.0,,2,0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2,3.0,0.0,0,,0,5,,1,2.0,,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2,1,2.0,2.0,1,0,3,0,,1,2,1.0,2.0,0.0,2.0,1.0,1.0,0.0,2,3,3,1,3.0,IT,,0,0,0.0,0.0,0.0,1,2,3,0.0,0.0,0.0,0.0,1.0,0.0,3.0,49,0.0,2.0,1,3.0,0,0,2,0,1,4,,0.0,1.0,2,0.0,1,2,2.0,0.0,2.0,210026556,1.0,3.0,0,1,0.0,2,1.0,1.0,2.0,0.0,1.0,1.0,0.0,2,0,0.0,1.0,,2,0.0,0,1,3,2.0,0,3,4,4,1,0,0,0
1.0,1.0,0.0,2,2.0,0.0,0.0,0,0,3,1.0,3.0,0,0.0,2,0.0,1,2.0,2.0,12,2.0,1.0,0.0,0.0,2,0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0,0,1.0,0.0,1,3.0,1,0.0,3,3.0,1.0,1.0,1.0,2,1,1,1.0,2.0,0.0,0.0,0.0,1,0.0,19,3.0,0.0,0.0,3,5,1.0,1,1.0,1,1.0,2,2.0,1,1,3,0,2,1,0.0,3.0,1.0,2,3,2,1.0,0.0,1.0,0.0,9,2.0,0.0,,2.0,0.0,6,0,0.0,0.0,0,1.0,1.0,0.0,1.0,0.0,0,0.0,0.0,0,2.0,2,2,3,0.0,2,0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,1,4,2,,0,2.0,0.0,0.0,1,0,0,0.0,1,1,2.0,202,0.0,2.0,0.0,0,3,3,1,3,0,0.0,0.0,0.0,0,0.0,2.0,0.0,3,2,0,0.0,0,0,2,1.0,1,0.0,0,0.0,0.0,1,0,2.0,0,0,1.0,0.0,6,0.0,0.0,0,0.0,2,0.0,0,0,1.0,0.0,0,1,1.0,0,3,1.0,0,0.0,1.0,0.0,0.0,1,0.0,1.0,1,1.0,1,0,0.0,2,2,3.0,3,0.0,0,0,1.0,1.0,0.0,1,1.0,0.0,2.0,0,0.0,2,1,0.0,2,0,1,0.0,1,1.0,1.0,0.0,2.0,,1,0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1,2.0,0.0,0,,0,2,,0,2.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3,0,2.0,3.0,1,0,3,1,,0,2,1.0,2.0,0.0,2.0,3.0,1.0,0.0,3,2,2,1,2.0,LT,,1,0,0.0,0.0,0.0,1,2,2,0.0,0.0,1.0,0.0,1.0,0.0,2.0,55,0.0,1.0,1,2.0,0,0,1,0,1,5,,0.0,1.0,1,0.0,2,2,2.0,0.0,1.0,230001679,1.0,1.0,1,1,0.0,2,1.0,1.0,2.0,0.0,1.0,0.0,0.0,2,0,1.0,0.0,,2,0.0,0,1,3,1.0,0,3,3,1,0,0,0,1
,2.0,,2,,,0.0,0,0,3,,,0,,3,0.0,2,,2.0,5,,,,0.0,2,0,,,,,,4.0,0.0,,,,,,,,,0.0,,0,0,,,2,,2,,3,,,,,3,0,3,,,,,,1,,18,,0.0,0.0,2,6,,1,,0,,2,,6,6,3,0,2,1,,,,2,3,1,,,,,5,2.0,,,,,5,0,0.0,0.0,0,,,1.0,0.0,,0,0.0,,0,,1,1,3,,2,0,,,,,0.0,,,,,1,4,4,,1,,,0.0,6,1,0,0.0,1,0,,386,,1.0,0.0,0,3,3,2,4,0,,,1.0,0,,,,3,3,0,0.0,0,0,1,1.0,1,,1,,,0,0,9.0,0,0,1.0,0.0,5,,,0,,2,1.0,1,0,2.0,,0,6,,0,2,,0,,,,,1,,0.0,1,,1,0,,3,3,,3,,0,0,,2.0,,1,0.0,,,0,,3,1,,1,0,2,0.0,2,,,,,1.0,2,0,,,2.0,,,0.0,,,0.0,,5.0,2,,0.0,0,,0,2,,0,2.0,,,,,,,,,1,0,,,0,0,3,1,,0,3,,,0.0,,,,0.0,3,3,3,1,1.0,AL,1.0,0,1,0.0,,,0,3,3,,,1.0,,,0.0,,57,,,2,,0,0,1,0,1,5,,0.0,,1,,1,2,2.0,,,10016918,,,1,3,,2,1.0,,,,0.0,,,2,0,,,,3,0.0,0,1,3,,0,3,3,1,0,0,0,1
2.0,1.0,0.0,3,2.0,0.0,0.0,0,0,3,1.0,6.0,0,0.0,3,0.0,1,3.0,1.0,15,2.0,1.0,0.0,0.0,2,0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0,0,1.0,0.0,2,3.0,1,0.0,3,2.0,2.0,1.0,2.0,2,1,2,1.0,2.0,0.0,0.0,1.0,1,0.0,18,2.0,0.0,1.0,1,6,2.0,1,1.0,1,1.0,2,2.0,1,1,2,0,2,3,0.0,1.0,1.0,2,3,2,2.0,0.0,2.0,0.0,7,1.0,0.0,,3.0,0.0,6,0,0.0,0.0,0,2.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0,2.0,1,1,2,0.0,2,0,1.0,4.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,3,3,2,,1,1.0,0.0,0.0,1,0,0,0.0,1,1,2.0,159,0.0,2.0,0.0,0,2,3,2,3,0,0.0,0.0,0.0,0,0.0,2.0,1.0,2,2,1,0.0,0,0,1,1.0,1,0.0,0,0.0,0.0,0,0,2.0,0,0,2.0,0.0,5,0.0,1.0,0,0.0,2,0.0,0,0,1.0,0.0,0,1,0.0,0,3,3.0,0,0.0,0.0,0.0,0.0,2,0.0,1.0,1,0.0,1,0,0.0,2,1,2.0,2,0.0,0,0,2.0,1.0,0.0,2,1.0,0.0,2.0,0,0.0,2,1,0.0,2,0,2,0.0,2,1.0,1.0,0.0,2.0,,2,0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1,2.0,0.0,0,,0,2,,0,1.0,,0.0,2.0,1.0,0.0,0.0,2.0,1.0,3,0,1.0,3.0,0,0,2,1,,0,1,1.0,2.0,0.0,2.0,2.0,0.0,0.0,3,2,2,1,1.0,HU,,1,0,0.0,0.0,1.0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,2.0,48,1.0,2.0,1,2.0,0,0,1,0,1,4,,0.0,1.0,1,0.0,4,2,1.0,0.0,2.0,180025499,1.0,2.0,0,1,0.0,3,2.0,1.0,3.0,0.0,0.0,0.0,1.0,1,0,0.0,0.0,,2,0.0,0,1,2,1.0,0,2,3,1,0,0,0,1
1.0,1.0,0.0,3,3.0,0.0,0.0,0,0,2,0.0,2.0,0,0.0,2,0.0,1,2.0,1.0,4,2.0,1.0,0.0,0.0,2,0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0,0,2.0,0.0,2,4.0,1,0.0,4,2.0,1.0,2.0,1.0,2,1,1,1.0,2.0,0.0,0.0,0.0,3,0.0,17,2.0,0.0,0.0,2,5,4.0,0,1.0,0,1.0,1,2.0,7,1,1,0,2,3,0.0,1.0,2.0,2,2,3,2.0,0.0,2.0,0.0,3,1.0,0.0,,3.0,0.0,3,0,0.0,1.0,1,1.0,1.0,0.0,1.0,0.0,0,0.0,0.0,0,3.0,2,2,5,0.0,3,0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,3,4,3,,0,1.0,0.0,1.0,1,0,0,0.0,2,0,3.0,248,0.0,2.0,0.0,0,3,3,1,4,0,0.0,1.0,0.0,0,0.0,2.0,1.0,3,2,0,0.0,0,0,2,1.0,1,0.0,1,0.0,0.0,0,0,8.0,0,0,1.0,0.0,4,0.0,0.0,0,0.0,1,0.0,0,0,1.0,0.0,0,1,1.0,0,3,2.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,2,1.0,1,0,0.0,3,2,2.0,2,0.0,0,0,2.0,1.0,0.0,2,0.0,0.0,3.0,0,0.0,3,2,0.0,3,0,3,1.0,2,1.0,1.0,0.0,2.0,,1,0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2.0,0.0,0,,0,9,8.0,1,1.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,3,1,2.0,3.0,1,0,3,1,3.0,1,2,1.0,2.0,0.0,2.0,4.0,0.0,0.0,2,3,2,1,1.0,NL,,0,0,0.0,1.0,1.0,1,2,3,0.0,0.0,0.0,1.0,1.0,0.0,3.0,66,0.0,1.0,1,2.0,0,0,3,1,1,6,,0.0,0.0,3,0.0,7,2,2.0,0.0,4.0,290029761,1.0,2.0,0,1,0.0,2,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2,0,0.0,0.0,,1,0.0,0,3,2,1.0,0,1,2,1,0,0,0,1
1.0,1.0,0.0,3,2.0,0.0,1.0,0,0,3,0.0,3.0,0,0.0,2,0.0,1,2.0,1.0,12,2.0,1.0,0.0,0.0,2,0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0,0,6.0,0.0,1,4.0,1,0.0,3,5.0,1.0,1.0,1.0,2,1,1,2.0,2.0,0.0,0.0,0.0,3,0.0,26,3.0,0.0,0.0,1,1,3.0,0,2.0,0,1.0,1,2.0,1,1,4,0,2,2,0.0,3.0,1.0,3,2,2,1.0,0.0,2.0,0.0,8,1.0,0.0,,2.0,0.0,4,1,2.0,0.0,1,1.0,0.0,1.0,0.0,1.0,1,0.0,0.0,0,2.0,2,2,1,0.0,1,0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,2,3,2,,0,1.0,0.0,1.0,1,0,0,0.0,2,1,2.0,77,0.0,2.0,0.0,0,3,1,2,4,0,0.0,0.0,0.0,0,0.0,2.0,0.0,2,2,0,0.0,0,0,1,1.0,1,0.0,0,0.0,0.0,0,0,1.0,0,1,2.0,2.0,9,0.0,0.0,0,0.0,1,0.0,0,0,1.0,0.0,0,1,0.0,0,4,3.0,0,0.0,0.0,0.0,0.0,1,0.0,1.0,1,1.0,1,0,0.0,1,2,3.0,2,0.0,0,0,1.0,1.0,1.0,2,0.0,0.0,2.0,0,0.0,2,2,0.0,2,0,1,1.0,2,1.0,1.0,0.0,2.0,,2,0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1,2.0,0.0,0,,0,2,,0,1.0,,1.0,1.0,0.0,1.0,0.0,2.0,1.0,3,1,2.0,3.0,0,0,2,0,,1,1,1.0,2.0,0.0,2.0,3.0,1.0,0.0,2,2,2,0,1.0,DE-W,,0,0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,2.0,46,0.0,1.0,1,2.0,0,0,1,0,1,4,,0.0,0.0,1,1.0,2,4,1.0,0.0,1.0,410020965,1.0,2.0,0,1,0.0,4,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1,0,0.0,0.0,,2,0.0,0,1,1,1.0,0,4,2,1,0,0,0,1
,1.0,,3,,,0.0,0,0,1,,,1,,1,0.0,1,,1.0,2,,,,1.0,1,0,,,,,,3.0,0.0,,,,,,,,,1.0,,0,0,,,1,,1,,3,,,,,1,0,2,,,,,,1,,98,,0.0,1.0,4,1,,0,,0,,2,,1,1,2,0,1,4,,,,4,1,3,,,,,2,1.0,,,,,1,0,0.0,0.0,0,,,0.0,0.0,,1,0.0,,0,,3,2,3,,3,0,,,,,0.0,,,,,4,1,5,,0,,,0.0,1,0,1,0.0,3,0,,446,,1.0,0.0,0,2,1,1,4,0,,,0.0,0,,,,3,3,0,0.0,0,0,2,,1,,0,,,0,0,3.0,0,0,1.0,0.0,10,,,0,,1,0.0,1,1,2.0,,0,1,,0,1,,1,,,,,1,,1.0,1,,1,0,,1,2,,3,,0,0,,1.0,,3,1.0,,,0,,3,2,,3,0,3,0.0,1,,,,,,1,0,,,2.0,,,0.0,,,0.0,,3.0,1,,0.0,0,,0,9,15.0,0,1.0,3.0,,,,,,,,3,1,,,0,0,2,0,,0,3,,,0.0,,,,0.0,1,3,3,0,1.0,BA,,0,1,0.0,,,1,1,3,,,0.0,,,1.0,,17,,,1,,0,0,1,0,1,1,,0.0,,3,,8,1,1.0,,,50018615,,,0,1,,2,1.0,,,,0.0,,,1,0,,,,2,0.0,0,1,3,,1,2,1,3,0,0,0,1
1.0,1.0,0.0,4,1.0,0.0,1.0,0,0,1,0.0,5.0,0,0.0,1,1.0,1,2.0,2.0,1,2.0,1.0,1.0,0.0,1,0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,0,1,1.0,0.0,2,4.0,2,0.0,3,2.0,1.0,1.0,2.0,1,1,3,1.0,1.0,1.0,0.0,0.0,1,0.0,22,2.0,1.0,0.0,1,1,2.0,0,1.0,0,0.0,2,2.0,1,1,3,0,2,2,0.0,2.0,1.0,3,3,3,1.0,0.0,2.0,0.0,9,2.0,0.0,,4.0,0.0,5,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,2.0,2,1,2,0.0,1,0,0.0,5.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,2,3,5,,0,2.0,0.0,0.0,1,0,0,0.0,2,0,4.0,112,1.0,2.0,0.0,0,3,1,1,4,0,0.0,0.0,0.0,0,0.0,1.0,0.0,2,3,0,0.0,0,0,2,1.0,1,1.0,1,0.0,0.0,0,0,2.0,0,0,1.0,0.0,9,0.0,0.0,0,0.0,2,0.0,0,0,1.0,0.0,0,1,0.0,0,3,1.0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2,0.0,2,0,0.0,3,1,2.0,3,0.0,0,0,1.0,1.0,0.0,2,0.0,0.0,2.0,0,0.0,3,1,0.0,3,0,2,0.0,1,2.0,2.0,0.0,3.0,,1,0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2,2.0,0.0,0,,0,2,6.0,0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,3,0,1.0,3.0,0,0,3,0,,1,1,1.0,2.0,0.0,1.0,2.0,0.0,0.0,3,3,3,1,3.0,GR,,1,0,0.0,0.0,0.0,0,1,3,1.0,0.0,1.0,0.0,1.0,0.0,2.0,41,0.0,1.0,1,3.0,0,0,2,0,1,3,,0.0,1.0,1,0.0,5,3,2.0,0.0,1.0,130014411,1.0,1.0,0,1,0.0,3,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,,3,0.0,0,1,2,1.0,0,3,3,4,1,0,0,0
1.0,1.0,0.0,2,3.0,0.0,0.0,0,0,3,1.0,6.0,0,0.0,2,0.0,1,5.0,1.0,4,3.0,1.0,0.0,0.0,1,0,0.0,0.0,1.0,2.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,3.0,0,1,7.0,0.0,1,4.0,1,0.0,4,2.0,1.0,1.0,2.0,2,0,2,2.0,2.0,0.0,0.0,0.0,1,0.0,25,3.0,0.0,0.0,1,6,2.0,0,2.0,0,1.0,2,4.0,7,1,5,0,2,3,0.0,1.0,2.0,3,1,3,2.0,0.0,3.0,0.0,18,2.0,0.0,,3.0,0.0,2,0,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0,2.0,2,1,5,0.0,2,0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,3,4,2,,1,1.0,0.0,1.0,1,0,0,0.0,1,0,3.0,263,0.0,2.0,1.0,0,3,3,4,3,0,0.0,0.0,1.0,0,0.0,2.0,1.0,1,5,0,0.0,0,0,1,3.0,1,0.0,0,0.0,0.0,0,0,9.0,0,1,2.0,0.0,9,0.0,0.0,1,0.0,1,0.0,1,0,2.0,0.0,0,1,1.0,0,4,3.0,0,0.0,1.0,0.0,0.0,1,0.0,1.0,1,0.0,2,0,0.0,2,2,3.0,3,0.0,0,0,1.0,1.0,1.0,2,1.0,0.0,2.0,0,0.0,3,2,0.0,3,0,2,1.0,1,2.0,2.0,0.0,2.0,,2,0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2,1.0,0.0,0,,0,5,7.0,1,2.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,3,1,2.0,1.0,1,0,2,0,,1,2,1.0,1.0,0.0,1.0,4.0,0.0,0.0,2,3,2,0,3.0,NL,,0,0,0.0,1.0,1.0,1,1,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,73,0.0,4.0,2,3.0,0,1,2,1,1,6,,0.0,1.0,2,1.0,7,4,1.0,0.0,1.0,290029727,1.0,1.0,1,1,0.0,3,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2,0,0.0,0.0,,3,0.0,0,1,3,1.0,0,5,1,1,0,0,0,1
2.0,2.0,0.0,4,2.0,0.0,0.0,0,1,3,1.0,5.0,0,0.0,2,0.0,2,3.0,1.0,12,2.0,2.0,1.0,0.0,1,0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,0,0,1.0,0.0,2,3.0,2,0.0,3,3.0,2.0,2.0,2.0,2,0,3,1.0,2.0,0.0,0.0,1.0,2,0.0,22,3.0,0.0,0.0,4,5,2.0,0,2.0,0,0.0,2,3.0,1,1,4,0,2,3,0.0,3.0,1.0,3,3,3,3.0,0.0,2.0,0.0,6,2.0,0.0,,4.0,0.0,6,0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,3.0,2,2,1,1.0,4,0,1.0,4.0,4.0,2.0,0.0,1.0,2.0,1.0,0.0,3,3,5,,1,2.0,0.0,1.0,1,1,0,0.0,2,0,4.0,8,1.0,2.0,1.0,0,3,3,1,4,0,0.0,0.0,0.0,0,0.0,3.0,0.0,1,4,1,0.0,0,0,2,2.0,1,0.0,1,0.0,0.0,0,0,1.0,0,0,2.0,0.0,9,0.0,0.0,0,0.0,2,1.0,1,1,2.0,0.0,0,1,0.0,0,2,2.0,0,0.0,0.0,0.0,0.0,2,0.0,1.0,2,0.0,2,1,0.0,3,2,4.0,2,1.0,0,1,1.0,2.0,1.0,2,0.0,0.0,2.0,0,0.0,3,2,1.0,2,0,4,1.0,1,1.0,2.0,0.0,4.0,,1,0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2,4.0,0.0,0,,0,1,,0,2.0,,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3,0,2.0,1.0,0,0,3,0,,1,2,1.0,2.0,0.0,2.0,2.0,0.0,0.0,2,4,4,1,2.0,AT,,0,0,0.0,1.0,0.0,1,1,2,0.0,0.0,1.0,0.0,2.0,0.0,2.0,41,1.0,2.0,2,4.0,1,0,2,0,1,3,,0.0,1.0,1,1.0,2,1,2.0,0.0,1.0,20018047,2.0,2.0,0,1,0.0,1,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,,3,0.0,0,2,2,1.0,0,4,3,4,1,0,0,0
